researcher_id,name,mapped_name_for_matching,openalex_name,openalex_id,orcid_from_openalex,orcid_from_orcid_org,match_method,match_confidence,orcid_org_comparison,ideal_openalex_case,first_pc_year_any,first_observed_pc_year,n_pc_service_cells,n_conferences_served,use_for_orcid_sensitivity,use_for_ideal_sensitivity
saswatpadhi,Saswat Padhi,Saswat Padhi,Saswat Padhi,A5091401512,0000-0001-6865-4359,0000-0001-6865-4359,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,1,1,True,False
satishnarayanasamy,Satish Narayanasamy,Satish Narayanasamy,Satish Narayanasamy,A5075649670,0000-0001-5016-1214,0000-0001-5016-1214,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,1,1,True,True
saumyadebray,Saumya Debray,Saumya Debray,Saumya Debray,A5108542327,,0000-0003-4351-5832,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2021.0,2021,1,1,False,False
sauravmuralidharan,Saurav Muralidharan,Saurav Muralidharan,Saurav Muralidharan,A5033185286,0000-0003-4024-3958,0000-0003-4024-3958,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,1,1,True,True
scottowens,Scott Owens,Scott Owens,Scott Owens,A5049346665,0000-0002-7437-4780,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2019,2,2,False,False
seanmoss,Sean Moss,Sean Moss,Sean Moss,A5033995077,0009-0005-3930-5340,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2023.0,2023,1,1,False,True
seantreichler,Sean Treichler,Sean Treichler,Sean Treichler,A5005774998,0000-0003-2189-4026,0000-0003-2189-4026,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,3,3,True,True
sebastianburckhardt,Sebastian Burckhardt,Sebastian Burckhardt,Sebastian Burckhardt,A5045088961,,0009-0003-8873-7268,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2020.0,2020,4,4,False,False
sebastianerdweg,Sebastian Erdweg,Sebastian Erdweg,Sebastian Erdweg,A5059992246,0000-0002-1974-5956,0000-0002-1974-5956,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2019,6,4,True,False
sebastianhack,Sebastian Hack,Sebastian Hack,Sebastian Hack,A5018809145,0000-0002-3387-2134,0000-0002-3387-2134,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,3,3,True,False
senchen,Sen Chen,Sen Chen,Sen Chen,A5100658276,0000-0001-9477-4100,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2025.0,2025,2,2,False,False
shacharitzhaky,Shachar Itzhaky,Shachar Itzhaky,Shachar Itzhaky,A5010920313,0000-0002-7276-7644,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2018.0,2018,5,3,False,True
shanlu,Shan Lu,Shan Lu,Shan Lu,A5061448314,0000-0002-0757-4600,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,2,1,False,True
shanemcintosh,Shane McIntosh,Shane McIntosh,Shane McIntosh,A5043053174,0000-0002-0193-3975,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,1,1,False,True
sharadmalik,Sharad Malik,Sharad Malik,Sharad Malik,A5085975362,0000-0002-0837-5443,0000-0002-0837-5443,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2025.0,2025,1,1,True,False
shazqadeer,Shaz Qadeer,Shaz Qadeer,Shaz Qadeer,A5072464909,,0000-0002-3060-9592,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2019.0,2019,8,4,False,False
shigeruchiba,Shigeru Chiba,Shigeru Chiba,Shigeru Chiba,A5026542200,0000-0001-9458-5713,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,3,3,False,True
shinchengmu,Shin-Cheng Mu,Shin-Cheng Mu,Shin-Cheng Mu,A5002724938,0000-0002-4755-601X,0000-0002-4755-601X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
shinyakatsumata,Shin-ya Katsumata,Shin-ya Katsumata,Shin-ya Katsumata,A5041431787,0000-0001-7529-5489,0000-0001-7529-5489,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2017.0,2017,3,2,True,True
shoaibkamil,Shoaib Kamil,Shoaib Kamil,Shoaib Kamil,A5039453861,0000-0001-5965-3717,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,6,3,False,False
shriramkrishnamurthi,Shriram Krishnamurthi,Shriram Krishnamurthi,Shriram Krishnamurthi,A5024394821,0000-0001-5184-1975,0000-0001-5184-1975,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2019,7,3,True,False
shumochu,Shumo Chu,Shumo Chu,Shumo Chu,A5102141433,,0000-0002-3301-0200,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2022.0,2022,1,1,False,False
shuvendulahiri,Shuvendu K. Lahiri,Shuvendu K. Lahiri,Shuvendu K. Lahiri,A5041084431,0000-0002-4446-4777,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,3,2,False,False
simonjgay,Simon J. Gay,Simon J. Gay,Simon J. Gay,A5069757996,0000-0003-3033-9091,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2023.0,2023,1,1,False,False
someshjha,Somesh Jha,Somesh Jha,Somesh Jha,A5088826068,0000-0001-5877-0436,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,1,1,False,True
soniamarin,Sonia Marin,Sonia Marı́n,Sonia Marı́n,A5002636759,0000-0002-0714-6155,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2023.0,2023,1,1,False,True
sooyoungcha1,Sooyoung Cha,Sooyoung Cha,Sooyoung Cha,A5054815114,0000-0002-4697-8536,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2025.0,2025,2,2,False,True
sophiadrossopoulou,Sophia Drossopoulou,Sophia Drossopoulou,Sophia Drossopoulou,A5026471462,0000-0002-1993-1142,0000-0002-1993-1142,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,9,5,True,False
soravbansal1,Sorav Bansal,Sorav Bansal,Sorav Bansal,A5101727565,0009-0004-2006-9635,0009-0004-2006-9635,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,4,2,True,True
sorinlerner,Sorin Lerner,Sorin Lerner,Sorin Lerner,A5043665959,0000-0003-3957-0628,0000-0003-3957-0628,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,4,4,True,True
sotirisapostolakis,Sotiris Apostolakis,Sotiris Apostolakis,Sotiris Apostolakis,A5042788966,0000-0003-4716-9332,0000-0003-4716-9332,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,1,1,True,True
sreepathipai,Sreepathi Pai,Sreepathi Pai,Sreepathi Pai,A5006053754,0000-0002-3691-7238,0000-0002-3691-7238,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,4,3,True,True
stefanbrunthaler,Stefan Brunthaler,Stefan Brunthaler,Stefan Brunthaler,A5058365944,0000-0001-9766-4871,0000-0001-9766-4871,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,2,2,True,True
stefankmuller,Stefan K. Muller,Stefan K. Muller,Stefan K. Muller,A5009393339,0000-0002-3210-9727,0000-0002-3210-9727,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,2,2,True,True
stefanmarr,Stefan Marr,Stefan Marr,Stefan Marr,A5015543736,0000-0001-9059-5180,0000-0001-9059-5180,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,4,2,True,True
stefanmonnier,Stefan Monnier,Stefan Monnier,Stefan Monnier,A5049966337,0000-0001-7597-5273,0000-0001-7597-5273,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
stephaniebalzer,Stephanie Balzer,Stephanie Balzer,Stephanie Balzer,A5083850156,0000-0002-8347-3529,0000-0002-8347-3529,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,4,4,True,True
stephanieweirich,Stephanie Weirich,Stephanie Weirich,Stephanie Weirich,A5049220962,0000-0002-6756-9168,0000-0002-6756-9168,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,4,2,True,False
stephenchang,Stephen Chang,Stephen Chang,Stephen Chang,A5044510881,0000-0002-4760-0658,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2024.0,2024,1,1,False,False
stephenchong,Stephen Chong,Stephen Chong,Stephen Chong,A5046383149,0000-0002-6734-5383,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2023.0,2023,1,1,False,False
stephendolan,Stephen Dolan,Stephen Dolan,Stephen Dolan,A5093657661,0000-0002-4609-9101,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2023.0,2023,2,2,False,False
stephenkell,Stephen Kell,Stephen Kell,Stephen Kell,A5006974433,0000-0002-2702-5983,0000-0002-2702-5983,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,5,3,True,True
stephenfreund,Stephen N. Freund,Stephen N. Freund,Stephen N. Freund,A5110858761,0009-0000-6992-199X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2020.0,2020,1,1,False,True
stevezdancewic,Steve Zdancewic,Steve Zdancewic,Steve Zdancewic,A5041830534,0000-0002-3516-1512,0000-0002-3516-1512,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2020.0,2020,3,2,True,False
stevenholtzen,Steven Holtzen,Steven Holtzen,Steven Holtzen,A5066166509,0000-0002-8190-5412,0000-0002-8190-5412,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,4,4,True,True
stevenramsay,Steven Ramsay,Steven Ramsay,Steven Ramsay,A5035196790,0000-0002-0825-8386,0000-0002-0825-8386,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
sugumanbansal1,Suguman Bansal,Suguman Bansal,Suguman Bansal,A5063106552,0000-0002-0405-073X,0000-0002-0405-073X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
sukyoungryu,Sukyoung Ryu,Sukyoung Ryu,Sukyoung Ryu,A5087492388,0000-0002-0019-9772,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2018.0,2018,14,5,False,True
sureshjagannathan,Suresh Jagannathan,Suresh Jagannathan,Suresh Jagannathan,A5034957233,0000-0001-6871-2424,0000-0001-6871-2424,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2019,8,5,True,False
susmitjha1,Susmit Jha,Susmit Jha,Susmit Jha,A5035902535,0000-0001-5983-9095,0000-0001-5983-9095,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,2,1,True,True
susmitsarkar,Susmit Sarkar,Susmit Sarkar,Susmit Sarkar,A5073254249,0000-0002-4259-9213,0000-0002-4259-9213,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2020.0,2020,4,3,True,True
swaratchaudhuri,Swarat Chaudhuri,Swarat Chaudhuri,Swarat Chaudhuri,A5057341982,0000-0002-6859-1391,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,4,2,False,True
swarnendubiswas,Swarnendu Biswas,Swarnendu Biswas,Swarnendu Biswas,A5089244894,0000-0001-6839-8586,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,3,3,False,True
sylvanclebsch,Sylvan Clebsch,Sylvan Clebsch,Sylvan Clebsch,A5059345262,0009-0004-4049-134X,0009-0004-4049-134X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,2,2,True,True
sylvieputot,Sylvie Putot,Sylvie Putot,Sylvie Putot,A5042626840,0000-0001-5624-3755,0000-0001-5624-3755,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2020.0,2020,1,1,True,False
sebastienbardin,Sébastien Bardin,Sébastien Bardin,Sébastien Bardin,A5018746962,0000-0002-6509-3506,0000-0002-6509-3506,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,1,1,True,True
tachioterauchi,Tachio Terauchi,Tachio Terauchi,Tachio Terauchi,A5031661604,0000-0001-5305-4916,0000-0001-5305-4916,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,9,4,True,False
tahinaramananandro,Tahina Ramananandro,Tahina Ramananandro,Tahina Ramananandro,A5083160984,0000-0003-4590-9712,0000-0003-4590-9712,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,4,3,True,True
takeshitsukada,Takeshi Tsukada,Takeshi Tsukada,Takeshi Tsukada,A5090766554,0000-0002-2824-8708,0000-0002-2824-8708,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,1,1,True,True
taliaringer,Talia Ringer,Talia Ringer,Talia Ringer,A5078343798,0000-0003-1854-3321,0000-0003-1854-3321,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2022.0,2022,3,3,True,False
tamararezk,Tamara Rezk,Tamara Rezk,Tamara Rezk,A5087729716,0000-0003-3744-0248,0000-0003-3744-0248,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,1,1,True,True
tamasszabo1,Tamás Szabó,Tamás Szabó,Tamás Szabó,A5010111965,0000-0001-9422-8142,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,2,2,False,True
tarosekiyama,Taro Sekiyama,Taro Sekiyama,Taro Sekiyama,A5018002187,0000-0001-9286-230X,0000-0001-9286-230X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,4,3,True,True
tatianashpeisman,Tatiana Shpeisman,Tatiana Shpeisman,Tatiana Shpeisman,A5076969648,0000-0002-4225-8734,0000-0002-4225-8734,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,2,1,True,True
tejchajed,Tej Chajed,Tej Chajed,Tej Chajed,A5010436566,0000-0002-9889-4828,0000-0002-9889-4828,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,3,2,True,True
thanhvunguyen,ThanhVu Nguyen,ThanhVu Nguyen,ThanhVu Nguyen,A5069411288,0000-0002-4255-4592,0000-0002-4255-4592,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2024.0,2024,3,3,True,False
thodorissotiropoulos,Thodoris Sotiropoulos,Thodoris Sotiropoulos,Thodoris Sotiropoulos,A5090354733,0000-0002-9906-3073,0000-0002-9906-3073,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2024.0,2024,2,1,True,False
thomasball,Thomas Ball,Thomas Ball,Thomas Ball,A5114248503,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2025.0,2025,1,1,False,False
thomasbourgeat2,Thomas Bourgeat,Thomas Bourgeat,Thomas Bourgeat,A5031573662,0000-0002-8468-8409,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,2,1,False,True
thomaskoehler,Thomas Koehler,Thomas Koehler,Thomas Kœhler,A5101638400,0000-0001-8461-8075,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2025.0,2025,1,1,False,True
thomasreps,Thomas Reps,Thomas Reps,Thomas Reps,A5066155126,0000-0002-5676-9949,0000-0002-5676-9949,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,2,2,True,False
thomasshull,Thomas Shull,Thomas Shull,Thomas Shull,A5090891852,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2021.0,2021,2,1,False,False
thomaswahl,Thomas Wahl,Thomas Wahl,Thomas Wahl,A5002008766,0000-0003-3643-5463,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2022.0,2022,1,1,False,True
thomaswies,Thomas Wies,Thomas Wies,Thomas Wies,A5003819403,0000-0003-4051-5968,0000-0003-4051-5968,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2020.0,2020,3,2,True,True
thorstenaltenkirch,Thorsten Altenkirch,Thorsten Altenkirch,Thorsten Altenkirch,A5056420469,0000-0002-6582-5025,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2018.0,2018,1,1,False,True
theowinterhalter,Théo Winterhalter,Théo Winterhalter,Théo Winterhalter,A5066566147,0000-0002-9881-3696,0000-0002-9881-3696,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,2,2,True,True
tiagocogumbreiro,Tiago Cogumbreiro,Tiago Cogumbreiro,Tiago Cogumbreiro,A5080492532,0000-0002-3209-9258,0000-0002-3209-9258,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,2,2,True,True
tiarkrompf,Tiark Rompf,Tiark Rompf,Tiark Rompf,A5003153354,0000-0002-2068-3238,0000-0002-2068-3238,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,8,6,True,True
timharris,Tim Harris,Tim Harris,Tim Harris,A5018504427,0000-0001-9628-130X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,1,1,False,True
timongehr,Timon Gehr,Timon Gehr,Timon Gehr,A5045044745,0009-0000-7470-0489,0009-0000-7470-0489,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,3,2,True,False
tobiasgrosser,Tobias Grosser,Tobias Grosser,Tobias Grosser,A5055618037,0000-0003-3874-6003,0000-0003-3874-6003,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2024.0,2024,2,2,True,False
tobiaswrigstad,Tobias Wrigstad,Tobias Wrigstad,Tobias Wrigstad,A5053132997,0000-0002-4269-5408,0000-0002-4269-5408,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,7,4,True,False
tobymurray,Toby Murray,Toby Murray,Toby Murray,A5043210393,0000-0002-8271-0289,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,2,1,False,True
toddmillstein,Todd Millstein,Todd Millstein,Todd Millstein,A5014067492,0000-0002-2031-1514,0000-0002-2031-1514,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,5,3,True,False
toddmytkowicz,Todd Mytkowicz,Todd Mytkowicz,Todd Mytkowicz,A5013212213,,0009-0009-0395-855X,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2018.0,2018,2,2,False,False
tomvancutsem,Tom Van Cutsem,Tom Van Cutsem,Tom Van Cutsem,A5083977662,0000-0003-4116-4290,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,1,1,False,True
tomofumiyuki,Tomofumi Yuki,Tomofumi Yuki,Tomofumi Yuki,A5001146686,0000-0002-5737-6178,0000-0002-5737-6178,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,1,1,True,True
tomokinakamaru,Tomoki Nakamaru,Tomoki Nakamaru,Tomoki Nakamaru,A5083973204,0000-0002-9451-5595,0000-0002-9451-5595,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,2,2,True,True
tongpingliu1,Tongping Liu,Tongping Liu,Tongping Liu,A5038870570,0000-0002-1968-4081,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2024.0,2024,1,1,False,False
tylersorensen,Tyler Sorensen,Tyler Sorensen,Tyler Sorensen,A5052590511,0000-0003-1646-7935,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,4,3,False,False
udaybondhugula,Uday Bondhugula,Uday Bondhugula,Uday Bondhugula,A5025342111,0000-0002-8297-6159,0000-0002-8297-6159,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2017.0,2017,1,1,True,True
ugodallago,Ugo Dal Lago,Ugo Dal Lago,Ugo Dal Lago,A5084450516,0000-0001-9200-070X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,4,2,False,False
ulfnorell,Ulf Norell,Ulf Norell,Ulf Norell,A5017689034,,0000-0003-2999-0637,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2024.0,2024,1,1,False,False
umangmathur,Umang Mathur,Umang Mathur,Umang Mathur,A5016958234,0000-0002-7610-0660,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2023.0,2023,4,4,False,False
umutacar,Umut A. Acar,Umut A. Acar,Umut A. Acar,A5015051107,0000-0002-2623-4986,0000-0002-2623-4986,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,5,4,True,False
vkrishnanandivada,V Krishna Nandivada,V Krishna Nandivada,V. Krishna Nandivada,A5022804082,0000-0002-5949-0046,0000-0002-5949-0046,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,3,3,True,True
vascotvasconcelos,Vasco T. Vasconcelos,Vasco T. Vasconcelos,Vasco T. Vasconcelos,A5016342119,0000-0002-9539-8861,0000-0002-9539-8861,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2023.0,2023,3,3,True,False
veselinraychev,Veselin Raychev,Veselin Raychev,Veselin Raychev,A5051227985,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,2,1,False,False
vijayganesh,Vijay Ganesh,Vijay Ganesh,Vijay Ganesh,A5052292970,0000-0002-6029-2047,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,3,2,False,False
vijaynagarajan,Vijay Nagarajan,Vijay Nagarajan,Vijay Nagarajan,A5056071760,0009-0000-5045-4754,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2022.0,2022,2,1,False,True
vijayaraghavanmurali,Vijayaraghavan Murali,Vijayaraghavan Murali,Vijayaraghavan Murali,A5051545971,0009-0009-1374-7334,0009-0009-1374-7334,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,1,1,True,True
vikashmansinghka,Vikash K. Mansinghka,Vikash K. Mansinghka,Vikash K. Mansinghka,A5068340465,0000-0003-2507-0833,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2017.0,2017,2,1,False,False
viktorkuncak,Viktor Kunčak,Viktor Kunčak,Viktor Kuncak,A5008699657,0000-0001-7044-9522,0000-0001-7044-9522,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2020.0,2020,5,2,True,False
viktorvafeiadis,Viktor Vafeiadis,Viktor Vafeiadis,Viktor Vafeiadis,A5023359178,0000-0001-8436-0334,0000-0001-8436-0334,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,7,5,True,False
vineethkashyap,Vineeth Kashyap,Vineeth Kashyap,Vineeth Kashyap,A5103145520,0000-0003-0328-6297,0000-0003-0328-6297,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,1,1,True,True
vinodgrover,Vinod Grover,Vinod Grover,Vinod Grover,A5077691647,,0000-0003-0115-3896,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2022.0,2022,2,1,False,False
viveksarkar,Vivek Sarkar,Vivek Sarkar,Vivek Sarkar,A5043513001,0000-0002-3433-8830,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,1,1,False,True
vivianabono,Viviana Bono,Viviana Bono,Viviana Bono,A5075230989,0000-0002-2533-0511,0000-0002-2533-0511,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2017.0,2017,1,1,True,True
vladimirzamdzhiev,Vladimir Zamdzhiev,Vladimir Zamdzhiev,Vladimir Zamdzhiev,A5047314189,0000-0002-9061-3921,0000-0002-9061-3921,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2025.0,2025,1,1,True,False
walterbinder,Walter Binder,Walter Binder,Walter Binder,A5074152163,0000-0002-2477-2182,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2019.0,2019,5,3,False,True
weile,Wei Le,Wei Le,Wei Le,A5074426991,0000-0002-6797-0648,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,2,2,False,True
weihangwang,Weihang Wang,Weihang Wang,Weihang Wang,A5072088517,0000-0003-1175-4409,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,1,1,False,True
wernerdietl,Werner Dietl,Werner Dietl,Werner Dietl,A5073449487,0000-0002-9316-6952,0000-0002-9316-6952,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2024.0,2024,2,2,True,False
willcrichton,Will Crichton,Will Crichton,Will Crichton,A5043562884,0000-0001-8639-6541,0000-0001-8639-6541,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,1,1,True,True
willemvisser,Willem Visser,Willem Visser,Willem Visser,A5088454541,0000-0002-0913-3091,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,1,1,False,True
williamebyrd,William E. Byrd,William E. Byrd,William E. Byrd,A5005980154,0000-0003-4730-5293,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2025.0,2025,1,1,False,True
williamjbowman,William J. Bowman,William J. Bowman,William J. Bowman,A5049942420,0000-0002-6402-4840,0000-0002-6402-4840,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,3,2,True,False
williammansky,William Mansky,William Mansky,William Mansky,A5013427753,0000-0002-5351-895X,0000-0002-5351-895X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
willowahrens,Willow Ahrens,Willow Ahrens,Willow Ahrens,A5060063626,0000-0002-4963-0869,0000-0002-4963-0869,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2025.0,2025,1,1,True,False
wolfgangdemeuter,Wolfgang De Meuter,Wolfgang De Meuter,Wolfgang De Meuter,A5090657641,0000-0002-5229-5627,0000-0002-5229-5627,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,2,2,True,True
woosuklee,Woosuk Lee,Woosuk Lee,Woosuk Lee,A5076120088,0000-0002-1884-619X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2019.0,2019,7,4,False,True
wouterswierstra,Wouter Swierstra,Wouter Swierstra,Wouter Swierstra,A5019085361,0000-0002-0295-7944,0000-0002-0295-7944,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,2,1,True,True
xavierleroy,Xavier Leroy,Xavier Leroy,Xavier Leroy,A5058330133,0000-0002-8971-9171,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2018.0,2018,3,1,False,False
xavierrival,Xavier Rival,Xavier Rival,Xavier Rival,A5037983866,0000-0002-2875-6171,0000-0002-2875-6171,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2020.0,2020,3,2,True,True
xiaodiwu,Xiaodi Wu,Xiaodi Wu,Xiaodi Wu,A5044901410,0000-0001-8877-9802,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2022.0,2022,4,2,False,False
xiaokangqiu,Xiaokang Qiu,Xiaokang Qiu,Xiaokang Qiu,A5041566154,0000-0001-9476-7349,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2022.0,2022,5,4,False,True
